購買ID,会員ID,購入年月日,購入品目,購入数量,購入金額
P0003018,M000504,2025-10-28,鮮魚,1,1398
P0003019,M000505,2026-05-15,飲料,2,844
P0003020,M000505,2025-11-28,惣菜,3,2589
P0003021,M000505,2026-01-23,有機食品セット,4,17864
P0003022,M000505,2025-11-09,果物,4,4472
P0003023,M000505,2026-04-27,野菜,2,1108
P0003024,M000505,2025-12-31,菓子,1,530
P0003025,M000505,2025-11-25,惣菜,3,1815
P0003026,M000506,2026-03-17,野菜,3,1521
P0003027,M000506,2026-05-22,飲料,5,2530
P0003028,M000506,2026-01-02,菓子,3,1374
P0003029,M000506,2026-02-05,果物,4,2428
P0003030,M000506,2025-08-09,鮮魚,3,4089
P0003031,M000506,2025-10-19,調味料,4,1764
P0003032,M000506,2026-03-15,野菜,4,2380
P0003033,M000507,2026-04-02,惣菜,3,2112
P0003034,M000507,2025-10-12,米・穀物,5,19475
P0003035,M000507,2026-05-12,野菜,2,1144
P0003036,M000507,2026-04-05,調味料,2,690
P0003037,M000508,2025-11-15,野菜,3,1563
P0003038,M000508,2026-06-29,調味料,2,930
P0003039,M000508,2025-09-23,米・穀物,1,3086
P0003040,M000508,2026-02-11,菓子,2,812
P0003041,M000508,2025-07-26,惣菜,3,1737
P0003042,M000508,2025-09-08,調味料,1,319
P0003043,M000508,2025-09-13,有機食品セット,3,10761
P0003044,M000509,2025-08-30,果物,2,930
P0003045,M000509,2026-01-27,飲料,3,1290
P0003046,M000509,2026-06-19,惣菜,5,2480
P0003047,M000509,2026-06-16,惣菜,2,1226
P0003048,M000509,2025-09-17,果物,4,3572
P0003049,M000509,2026-06-25,野菜,2,1238
P0003050,M000509,2026-04-22,精肉,3,4512
P0003051,M000509,2025-11-25,米・穀物,3,9147
P0003052,M000510,2026-03-08,野菜,4,2232
P0003053,M000510,2026-01-30,野菜,2,946
P0003054,M000510,2025-12-19,飲料,3,1080
P0003055,M000510,2026-05-09,米・穀物,5,13200
P0003056,M000510,2026-03-08,米・穀物,4,9964
P0003057,M000510,2025-11-01,調味料,2,918
P0003058,M000510,2026-06-17,果物,5,5710
P0003059,M000511,2025-07-18,有機食品セット,4,15936
P0003060,M000511,2025-12-10,果物,4,2448
P0003061,M000511,2026-01-27,惣菜,3,1467
P0003062,M000511,2025-12-13,鮮魚,3,5808
P0003063,M000512,2026-05-13,米・穀物,3,7248
P0003064,M000512,2025-11-26,調味料,5,3000
P0003065,M000512,2026-01-07,調味料,5,2430
P0003066,M000512,2025-10-10,飲料,3,1014
P0003067,M000512,2025-12-31,果物,5,4950
P0003068,M000512,2026-03-24,有機食品セット,5,21845
P0003069,M000512,2025-12-06,鮮魚,3,3648
P0003070,M000512,2025-08-22,惣菜,3,1386
P0003071,M000512,2026-06-14,菓子,2,848
P0003072,M000512,2026-05-17,菓子,2,778
P0003073,M000513,2025-11-23,菓子,3,1059
P0003074,M000513,2026-01-11,惣菜,1,697
P0003075,M000513,2025-09-16,調味料,4,1840
P0003076,M000513,2026-01-13,野菜,4,1696
P0003077,M000513,2025-12-23,鮮魚,1,1754
P0003078,M000513,2026-06-19,調味料,1,468
P0003079,M000514,2025-10-06,精肉,2,1548
P0003080,M000514,2026-05-12,調味料,4,1580
P0003081,M000514,2025-08-17,惣菜,4,2436
P0003082,M000514,2026-03-31,調味料,2,784
P0003083,M000514,2025-12-25,野菜,5,2840
P0003084,M000514,2025-08-08,菓子,2,906
P0003085,M000514,2026-05-20,有機食品セット,1,2686
P0003086,M000515,2026-04-20,惣菜,4,2412
P0003087,M000515,2026-03-24,飲料,3,1161
P0003088,M000515,2025-09-26,惣菜,5,2720
P0003089,M000515,2025-09-15,有機食品セット,5,8200
P0003090,M000515,2025-10-12,鮮魚,1,1683
P0003091,M000515,2026-04-11,米・穀物,5,15575
P0003092,M000515,2026-06-26,精肉,3,4470
P0003093,M000515,2026-05-25,惣菜,5,3375
P0003094,M000515,2026-04-13,米・穀物,3,6597
P0003095,M000515,2025-07-22,野菜,3,1320
P0003096,M000516,2026-05-08,惣菜,5,2835
P0003097,M000516,2025-10-28,精肉,1,1340
P0003098,M000516,2025-07-30,米・穀物,4,12552
P0003099,M000516,2026-06-03,菓子,4,2060
P0003100,M000516,2026-06-23,鮮魚,3,3654
P0003101,M000516,2026-02-19,惣菜,4,2200
P0003102,M000516,2025-07-03,果物,3,2904
P0003103,M000516,2025-11-20,有機食品セット,2,6408
P0003104,M000516,2025-07-17,精肉,2,2716
P0003105,M000516,2025-11-22,飲料,1,469
P0003106,M000516,2026-06-20,米・穀物,4,8536
P0003107,M000516,2025-08-28,米・穀物,5,8875
P0003108,M000516,2026-01-28,鮮魚,1,1486
P0003109,M000517,2026-05-17,惣菜,3,2016
P0003110,M000517,2025-07-04,惣菜,1,488
P0003111,M000517,2025-09-29,飲料,5,2525
P0003112,M000517,2026-02-21,有機食品セット,3,13944
P0003113,M000517,2026-02-15,果物,5,4270
P0003114,M000518,2026-02-04,惣菜,3,1896
P0003115,M000518,2026-06-25,菓子,2,1026
P0003116,M000518,2025-07-31,惣菜,4,2188
P0003117,M000518,2025-07-29,野菜,4,1904
P0003118,M000519,2026-01-18,飲料,1,439
P0003119,M000519,2025-09-20,調味料,3,1146
P0003120,M000519,2025-10-17,鮮魚,5,8555
P0003121,M000519,2026-05-13,精肉,4,5732
P0003122,M000520,2025-08-13,惣菜,4,2772
P0003123,M000520,2025-08-11,飲料,4,1080
P0003124,M000520,2025-09-04,鮮魚,1,1663
P0003125,M000521,2026-04-06,飲料,3,1269
P0003126,M000521,2026-06-03,飲料,4,2388
P0003127,M000521,2026-02-19,惣菜,2,682
P0003128,M000521,2025-12-15,有機食品セット,3,8472
P0003129,M000521,2025-07-27,野菜,4,1760
P0003130,M000522,2025-12-21,菓子,2,1308
P0003131,M000522,2025-11-08,精肉,4,5496
P0003132,M000522,2025-09-04,調味料,5,2830
P0003133,M000522,2025-08-08,米・穀物,5,10915
P0003134,M000522,2026-05-12,飲料,4,1792
P0003135,M000522,2026-01-07,有機食品セット,2,6734
P0003136,M000522,2025-11-27,鮮魚,5,8260
P0003137,M000522,2025-07-15,飲料,2,882
P0003138,M000523,2026-04-22,惣菜,1,472
P0003139,M000523,2026-05-11,惣菜,5,3825
P0003140,M000523,2026-05-04,有機食品セット,5,16540
P0003141,M000523,2025-09-06,菓子,3,1185
P0003142,M000523,2025-12-20,菓子,4,1668
P0003143,M000523,2026-01-04,精肉,4,4664
P0003144,M000523,2025-08-17,鮮魚,1,1341
P0003145,M000523,2026-06-21,飲料,4,2104
P0003146,M000523,2025-09-21,米・穀物,5,7950
P0003147,M000523,2025-11-16,精肉,4,4552
P0003148,M000524,2025-11-19,調味料,4,2216
P0003149,M000524,2026-04-05,野菜,2,958
P0003150,M000524,2025-08-22,米・穀物,2,6356
P0003151,M000524,2025-08-10,精肉,1,948
P0003152,M000525,2025-10-24,菓子,2,1058
P0003153,M000525,2025-08-05,菓子,1,592
P0003154,M000525,2025-11-26,野菜,3,1908
P0003155,M000526,2026-02-16,惣菜,1,858
P0003156,M000526,2025-10-26,飲料,2,1016
P0003157,M000526,2026-05-26,精肉,4,3432
P0003158,M000526,2025-08-27,野菜,5,3285
P0003159,M000527,2025-11-18,果物,2,1584
P0003160,M000527,2026-01-26,菓子,1,370
P0003161,M000527,2026-02-02,菓子,5,3140
P0003162,M000527,2025-09-17,菓子,1,516
P0003163,M000528,2025-08-18,惣菜,2,1434
P0003164,M000528,2026-02-20,有機食品セット,2,7390
P0003165,M000528,2026-04-22,鮮魚,3,2712
P0003166,M000528,2026-04-29,鮮魚,3,5268
P0003167,M000528,2025-09-21,飲料,4,1320
P0003168,M000528,2025-08-01,米・穀物,4,11372
P0003169,M000528,2026-05-10,果物,3,2106
P0003170,M000529,2026-05-13,菓子,3,1998
P0003171,M000529,2025-08-12,果物,4,3464
P0003172,M000529,2025-07-24,惣菜,3,2112
P0003173,M000529,2026-02-17,菓子,5,2420
P0003174,M000529,2026-02-02,米・穀物,3,7368
P0003175,M000529,2026-04-26,菓子,5,2650
P0003176,M000529,2026-02-04,菓子,3,2016
P0003177,M000529,2026-05-07,野菜,5,2725
P0003178,M000530,2025-10-11,飲料,5,2020
P0003179,M000530,2026-05-25,調味料,4,1400
P0003180,M000530,2025-10-12,飲料,4,1404
P0003181,M000530,2026-03-23,飲料,3,957
P0003182,M000530,2025-07-31,調味料,1,454
P0003183,M000530,2026-04-05,飲料,1,526
P0003184,M000530,2025-12-31,惣菜,3,1998
P0003185,M000531,2025-09-07,精肉,3,4152
P0003186,M000531,2025-10-14,野菜,3,1632
P0003187,M000531,2025-12-24,野菜,2,1092
P0003188,M000531,2025-11-08,菓子,4,1932
P0003189,M000531,2025-11-25,米・穀物,1,2426
P0003190,M000531,2025-08-01,菓子,3,1206
P0003191,M000532,2026-03-02,野菜,5,2890
P0003192,M000532,2025-12-25,調味料,2,1196
P0003193,M000532,2025-08-12,米・穀物,1,2281
P0003194,M000532,2026-06-01,野菜,5,3220
P0003195,M000532,2025-09-29,野菜,3,1398
P0003196,M000532,2026-06-05,野菜,5,2805
P0003197,M000532,2026-05-12,調味料,4,2044
P0003198,M000532,2026-05-29,野菜,1,583
P0003199,M000532,2026-02-22,精肉,4,2020
P0003200,M000532,2026-02-02,米・穀物,4,8696
P0003201,M000532,2025-10-06,惣菜,2,1052
P0003202,M000532,2025-12-29,惣菜,5,2500
P0003203,M000533,2025-08-01,飲料,1,530
P0003204,M000533,2025-09-18,果物,5,3900
P0003205,M000533,2025-09-06,鮮魚,5,4795
P0003206,M000533,2026-05-13,果物,2,1902
P0003207,M000533,2026-05-13,惣菜,1,829
P0003208,M000533,2025-12-11,鮮魚,3,3669
P0003209,M000533,2025-07-24,野菜,3,2145
P0003210,M000533,2026-06-20,米・穀物,3,6924
P0003211,M000534,2025-10-31,野菜,4,1736
P0003212,M000534,2025-08-17,果物,3,2577
P0003213,M000534,2025-12-14,惣菜,5,3820
P0003214,M000534,2026-05-28,有機食品セット,1,3703
P0003215,M000534,2026-03-28,惣菜,2,1576
P0003216,M000534,2026-02-26,精肉,2,3542
P0003217,M000535,2026-04-15,米・穀物,5,18240
P0003218,M000535,2026-03-31,野菜,2,1262
P0003219,M000535,2025-10-05,有機食品セット,5,22580
P0003220,M000535,2025-10-30,調味料,1,429
P0003221,M000535,2025-11-03,精肉,2,2130
P0003222,M000536,2026-05-01,調味料,1,478
P0003223,M000536,2026-06-19,精肉,3,3873
P0003224,M000536,2025-12-26,野菜,5,2415
P0003225,M000536,2026-04-05,有機食品セット,5,22295
P0003226,M000536,2026-06-08,米・穀物,1,3378
P0003227,M000536,2025-07-05,調味料,1,449
P0003228,M000537,2025-09-21,菓子,1,508
P0003229,M000537,2026-01-12,菓子,1,507
P0003230,M000537,2026-06-25,果物,4,4252
P0003231,M000537,2026-04-28,鮮魚,4,8452
P0003232,M000537,2025-09-27,米・穀物,2,6322
P0003233,M000537,2025-12-08,菓子,5,3430
P0003234,M000538,2026-01-19,菓子,5,2780
P0003235,M000538,2026-04-02,鮮魚,3,5583
P0003236,M000538,2025-12-26,果物,2,1800
P0003237,M000538,2025-11-05,野菜,2,1306
P0003238,M000539,2025-09-28,飲料,1,442
P0003239,M000539,2025-07-04,米・穀物,5,14650
P0003240,M000539,2026-05-17,飲料,3,1464
P0003241,M000539,2026-02-02,有機食品セット,1,4601
P0003242,M000539,2025-08-22,調味料,2,1108
P0003243,M000540,2026-06-23,有機食品セット,3,13131
P0003244,M000540,2025-11-11,米・穀物,2,4722
P0003245,M000541,2026-05-11,飲料,3,1083
P0003246,M000541,2026-03-10,惣菜,5,3855
P0003247,M000541,2026-05-19,惣菜,2,1448
P0003248,M000541,2025-07-15,鮮魚,5,11700
P0003249,M000541,2025-09-01,調味料,5,2215
P0003250,M000541,2026-03-03,惣菜,2,1342
P0003251,M000541,2025-08-29,菓子,1,536
P0003252,M000541,2026-01-15,米・穀物,2,4824
P0003253,M000541,2026-01-13,精肉,1,1536
P0003254,M000542,2025-12-15,精肉,5,6525
P0003255,M000542,2025-12-29,有機食品セット,5,16865
P0003256,M000542,2025-11-21,精肉,5,6510
P0003257,M000542,2026-05-20,菓子,5,2490
P0003258,M000543,2025-09-19,果物,2,1986
P0003259,M000543,2025-12-21,精肉,3,3036
P0003260,M000543,2025-08-31,精肉,5,7800
P0003261,M000543,2026-01-28,米・穀物,3,9906
P0003262,M000543,2026-06-16,有機食品セット,4,14980
P0003263,M000543,2026-03-19,有機食品セット,1,3771
P0003264,M000543,2025-12-25,飲料,5,1690
P0003265,M000543,2026-02-24,菓子,5,2130
P0003266,M000543,2026-01-16,精肉,4,5856
P0003267,M000543,2025-07-20,鮮魚,3,5085
P0003268,M000544,2025-10-10,調味料,5,1355
P0003269,M000544,2025-10-15,菓子,2,844
P0003270,M000544,2025-08-01,野菜,3,1872
P0003271,M000544,2026-01-29,惣菜,1,797
P0003272,M000544,2026-06-05,鮮魚,1,1477
P0003273,M000545,2026-01-31,米・穀物,3,8694
P0003274,M000545,2025-07-11,調味料,4,2196
P0003275,M000545,2026-05-26,惣菜,3,2373
P0003276,M000545,2026-02-20,惣菜,3,1692
P0003277,M000545,2025-09-10,惣菜,2,1076
P0003278,M000545,2025-10-30,飲料,4,1856
P0003279,M000545,2025-08-02,果物,2,1276
P0003280,M000545,2025-11-17,菓子,3,1344
P0003281,M000546,2025-11-24,野菜,4,3084
P0003282,M000546,2026-05-04,果物,3,2610
P0003283,M000546,2025-07-09,有機食品セット,2,9756
P0003284,M000546,2025-08-28,精肉,1,970
P0003285,M000546,2026-06-27,精肉,5,6155
P0003286,M000546,2026-05-04,野菜,1,483
P0003287,M000547,2026-04-10,菓子,5,3195
P0003288,M000547,2026-04-26,飲料,1,396
P0003289,M000547,2025-11-11,野菜,5,2750
P0003290,M000547,2026-02-02,鮮魚,3,4965
P0003291,M000547,2025-11-02,果物,2,1244
P0003292,M000547,2026-02-09,菓子,1,361
P0003293,M000547,2026-04-07,菓子,3,1860
P0003294,M000548,2025-09-08,米・穀物,1,2408
P0003295,M000548,2025-07-12,野菜,1,374
P0003296,M000548,2026-06-12,飲料,1,489
P0003297,M000548,2025-11-03,菓子,4,2408
P0003298,M000548,2025-08-13,菓子,2,764
P0003299,M000549,2025-08-05,精肉,1,1343
P0003300,M000550,2026-03-18,調味料,3,1161
P0003301,M000550,2026-02-05,鮮魚,1,1685
P0003302,M000550,2026-06-08,飲料,5,1120
P0003303,M000550,2026-03-16,飲料,4,1568
P0003304,M000551,2026-05-21,飲料,2,736
P0003305,M000551,2026-02-19,野菜,2,1070
P0003306,M000551,2025-10-26,精肉,1,1074
P0003307,M000551,2026-06-16,調味料,1,488
P0003308,M000551,2025-10-27,飲料,5,1850
P0003309,M000551,2025-09-23,菓子,2,964
P0003310,M000551,2026-06-21,果物,4,3176
P0003311,M000551,2025-09-05,惣菜,2,736
P0003312,M000552,2025-11-25,有機食品セット,2,6084
P0003313,M000552,2025-12-11,菓子,1,403
P0003314,M000552,2025-08-14,米・穀物,4,9144
P0003315,M000552,2026-06-13,果物,3,2532
P0003316,M000553,2026-01-27,鮮魚,5,7195
P0003317,M000553,2026-06-10,精肉,1,1828
P0003318,M000553,2026-05-13,鮮魚,1,1119
P0003319,M000553,2025-07-14,果物,1,1068
P0003320,M000554,2025-08-03,飲料,2,486
P0003321,M000554,2026-03-04,精肉,2,2732
P0003322,M000554,2026-05-08,野菜,3,1488
P0003323,M000554,2025-07-15,惣菜,5,4510
P0003324,M000554,2025-10-02,野菜,2,762
P0003325,M000554,2026-04-26,飲料,2,788
P0003326,M000554,2026-06-26,野菜,2,1018
P0003327,M000554,2025-07-30,菓子,1,621
P0003328,M000555,2025-10-10,有機食品セット,5,25475
P0003329,M000555,2025-11-23,有機食品セット,4,16036
P0003330,M000555,2025-07-22,野菜,2,1314
P0003331,M000555,2026-03-15,菓子,1,400
P0003332,M000555,2025-09-23,精肉,3,4149
P0003333,M000556,2025-12-05,精肉,2,2052
P0003334,M000556,2025-12-18,飲料,3,1176
P0003335,M000556,2026-04-10,米・穀物,3,7119
P0003336,M000556,2025-10-18,果物,1,682
P0003337,M000556,2025-12-29,菓子,4,2040
P0003338,M000556,2026-06-08,米・穀物,4,11424
P0003339,M000556,2026-03-26,鮮魚,5,8455
P0003340,M000557,2025-07-24,果物,5,4785
P0003341,M000557,2025-12-15,調味料,5,2445
P0003342,M000558,2025-09-04,鮮魚,5,6095
P0003343,M000558,2026-03-19,惣菜,5,2930
P0003344,M000558,2025-10-23,惣菜,1,766
P0003345,M000558,2026-02-02,鮮魚,4,6664
P0003346,M000559,2026-03-04,米・穀物,1,3299
P0003347,M000559,2025-07-23,米・穀物,4,11836
P0003348,M000559,2025-09-20,果物,5,4580
P0003349,M000559,2025-09-19,精肉,4,2864
P0003350,M000559,2025-09-22,惣菜,4,2568
P0003351,M000559,2025-08-04,野菜,4,1920
P0003352,M000559,2025-08-10,調味料,3,1773
P0003353,M000559,2025-08-08,有機食品セット,5,12600
P0003354,M000559,2025-10-14,米・穀物,4,10500
P0003355,M000560,2025-08-19,惣菜,4,2440
P0003356,M000560,2026-01-31,菓子,5,2470
P0003357,M000560,2026-06-01,野菜,1,556
P0003358,M000561,2025-07-06,野菜,5,3185
P0003359,M000561,2025-12-25,野菜,2,466
P0003360,M000561,2025-07-28,調味料,1,571
P0003361,M000562,2025-07-04,調味料,4,1832
P0003362,M000562,2025-07-31,菓子,3,630
P0003363,M000562,2025-12-27,鮮魚,1,1711
P0003364,M000562,2026-03-25,野菜,4,1360
P0003365,M000562,2026-04-22,有機食品セット,4,20644
P0003366,M000562,2026-01-02,鮮魚,3,4656
P0003367,M000563,2025-11-02,野菜,3,1551
P0003368,M000563,2026-03-09,米・穀物,1,2717
P0003369,M000564,2026-05-15,果物,2,1900
P0003370,M000564,2025-11-30,米・穀物,4,8500
P0003371,M000564,2026-06-18,鮮魚,4,7332
P0003372,M000564,2025-07-14,野菜,3,1581
P0003373,M000564,2025-08-31,飲料,2,948
P0003374,M000564,2025-08-01,惣菜,2,1202
P0003375,M000565,2026-05-29,飲料,1,336
P0003376,M000565,2025-08-16,精肉,2,2936
P0003377,M000565,2026-05-02,鮮魚,3,7038
P0003378,M000565,2025-11-03,惣菜,1,439
P0003379,M000566,2026-03-01,米・穀物,2,7226
P0003380,M000566,2025-10-10,鮮魚,1,1182
P0003381,M000566,2025-11-18,精肉,3,5430
P0003382,M000566,2025-12-28,飲料,5,1425
P0003383,M000566,2025-10-12,菓子,1,316
P0003384,M000566,2026-04-21,精肉,1,1279
P0003385,M000566,2025-09-06,野菜,5,3755
P0003386,M000567,2025-08-01,精肉,4,6484
P0003387,M000567,2025-08-25,惣菜,3,1794
P0003388,M000567,2026-06-13,飲料,3,1023
P0003389,M000567,2026-06-15,惣菜,4,1992
P0003390,M000567,2026-03-25,果物,1,927
P0003391,M000568,2026-04-10,鮮魚,4,5936
P0003392,M000568,2025-08-21,飲料,2,814
P0003393,M000568,2025-09-15,鮮魚,4,7508
P0003394,M000568,2025-12-26,惣菜,4,2252
P0003395,M000568,2026-06-24,調味料,3,1173
P0003396,M000569,2025-08-18,菓子,4,1900
P0003397,M000569,2025-12-27,有機食品セット,4,13608
P0003398,M000569,2026-03-08,有機食品セット,1,3127
P0003399,M000569,2026-04-09,調味料,4,1820
P0003400,M000569,2026-04-30,鮮魚,1,1904
P0003401,M000569,2026-01-11,飲料,5,2770
P0003402,M000569,2026-02-24,野菜,1,549
P0003403,M000570,2025-09-15,野菜,4,1488
P0003404,M000570,2025-10-03,果物,2,1656
P0003405,M000570,2026-01-28,米・穀物,2,5560
P0003406,M000570,2026-04-23,米・穀物,5,16620
P0003407,M000570,2026-01-28,精肉,5,4995
P0003408,M000570,2025-10-25,野菜,2,1080
P0003409,M000570,2025-08-08,菓子,4,2116
P0003410,M000570,2026-05-12,精肉,5,5610
P0003411,M000571,2026-02-03,米・穀物,1,2685
P0003412,M000571,2026-01-17,菓子,3,1947
P0003413,M000571,2025-08-31,飲料,2,930
P0003414,M000571,2026-06-14,飲料,2,736
P0003415,M000571,2026-06-02,有機食品セット,4,12900
P0003416,M000572,2026-03-31,鮮魚,2,3282
P0003417,M000572,2025-07-11,精肉,4,5712
P0003418,M000572,2026-02-04,米・穀物,2,4350
P0003419,M000573,2026-06-13,惣菜,4,3096
P0003420,M000573,2026-03-12,飲料,4,1436
P0003421,M000573,2026-03-24,有機食品セット,2,10140
P0003422,M000574,2025-12-16,野菜,1,291
P0003423,M000574,2026-01-05,有機食品セット,3,12654
P0003424,M000574,2025-08-21,菓子,4,2644
P0003425,M000574,2026-04-03,果物,5,4165
P0003426,M000574,2025-09-18,果物,1,916
P0003427,M000575,2025-12-08,惣菜,2,1706
P0003428,M000575,2026-03-28,野菜,3,1569
P0003429,M000575,2025-08-11,野菜,2,1514
P0003430,M000575,2025-09-24,菓子,2,1182
P0003431,M000575,2026-06-18,調味料,3,1875
P0003432,M000575,2025-09-17,鮮魚,5,6050
P0003433,M000576,2025-09-02,米・穀物,4,14312
P0003434,M000576,2026-05-08,惣菜,2,1504
P0003435,M000576,2026-01-24,飲料,5,2355
P0003436,M000576,2026-05-14,飲料,3,1191
P0003437,M000576,2026-03-01,精肉,3,4008
P0003438,M000577,2026-01-13,果物,4,3272
P0003439,M000577,2025-07-07,精肉,2,1722
P0003440,M000577,2026-01-13,有機食品セット,5,16090
P0003441,M000577,2025-08-21,米・穀物,3,6543
P0003442,M000577,2025-12-10,精肉,3,2736
P0003443,M000577,2026-03-18,果物,3,2907
P0003444,M000578,2025-07-16,精肉,3,3909
P0003445,M000578,2025-10-16,調味料,3,1098
P0003446,M000578,2026-06-12,調味料,3,1620
P0003447,M000579,2025-10-30,米・穀物,2,3836
P0003448,M000579,2025-10-06,調味料,1,410
P0003449,M000579,2026-05-18,鮮魚,5,11285
P0003450,M000579,2025-09-29,飲料,3,1734
P0003451,M000579,2026-02-28,惣菜,2,1238
P0003452,M000580,2026-05-15,米・穀物,1,2196
P0003453,M000580,2025-11-03,有機食品セット,3,9426
P0003454,M000580,2026-05-03,惣菜,2,1402
P0003455,M000580,2025-09-30,調味料,5,2810
P0003456,M000580,2026-03-14,菓子,3,1701
P0003457,M000581,2025-09-29,精肉,3,3669
P0003458,M000581,2025-10-28,飲料,2,842
P0003459,M000581,2026-04-02,飲料,5,2675
P0003460,M000581,2026-01-17,調味料,5,2305
P0003461,M000581,2025-12-27,鮮魚,1,1089
P0003462,M000581,2025-07-28,米・穀物,1,2986
P0003463,M000582,2025-10-06,菓子,4,1124
P0003464,M000582,2025-10-10,野菜,4,2712
P0003465,M000582,2025-10-04,惣菜,5,3575
P0003466,M000582,2026-02-04,果物,2,1804
P0003467,M000582,2026-06-18,菓子,4,2828
P0003468,M000582,2025-08-29,果物,3,3003
P0003469,M000583,2025-08-17,飲料,1,284
P0003470,M000583,2025-11-14,菓子,1,371
P0003471,M000583,2026-04-04,果物,2,1728
P0003472,M000583,2025-12-20,精肉,4,5088
P0003473,M000583,2025-10-04,菓子,2,1226
P0003474,M000583,2026-06-01,惣菜,1,741
P0003475,M000583,2025-11-10,飲料,1,391
P0003476,M000583,2026-02-02,米・穀物,1,3054
P0003477,M000584,2026-05-19,果物,5,4745
P0003478,M000584,2026-06-11,惣菜,2,1136
P0003479,M000584,2025-12-27,鮮魚,4,6808
P0003480,M000584,2025-11-10,米・穀物,3,8346
P0003481,M000584,2025-10-01,有機食品セット,3,13950
P0003482,M000584,2026-04-23,米・穀物,5,10740
P0003483,M000584,2025-07-21,菓子,5,1505
P0003484,M000584,2025-12-11,菓子,5,2640
P0003485,M000584,2026-06-22,果物,2,1952
P0003486,M000584,2025-12-11,調味料,2,906
P0003487,M000584,2025-08-29,鮮魚,2,4224
P0003488,M000585,2025-09-04,米・穀物,3,7512
P0003489,M000585,2026-06-08,有機食品セット,2,8004
P0003490,M000585,2026-01-24,野菜,5,2690
P0003491,M000585,2026-06-25,調味料,4,1664
P0003492,M000585,2026-04-13,精肉,4,6192
P0003493,M000585,2026-01-09,米・穀物,3,7449
