明細ID,取引ID,商品ID,商品名,数量,金額
D00006277,T0002076,G15,チョコレート,2,400
D00006278,T0002076,G12,緑茶ペットボトル,3,442
D00006279,T0002077,G10,食パン,1,220
D00006280,T0002078,G01,トマト,1,251
D00006281,T0002078,G12,緑茶ペットボトル,2,271
D00006282,T0002078,G01,トマト,2,543
D00006283,T0002078,G12,緑茶ペットボトル,2,290
D00006284,T0002078,G12,緑茶ペットボトル,1,126
D00006285,T0002079,G10,食パン,2,496
D00006286,T0002079,G14,ポテトチップス,3,489
D00006287,T0002079,G02,レタス,3,540
D00006288,T0002079,G02,レタス,1,199
D00006289,T0002080,G16,しょうゆ,1,313
D00006290,T0002080,G06,鶏むね肉,3,1422
D00006291,T0002080,G08,まぐろ刺身,1,909
D00006292,T0002081,G11,からあげ弁当,1,596
D00006293,T0002081,G12,緑茶ペットボトル,2,287
D00006294,T0002081,G11,からあげ弁当,3,1767
D00006295,T0002082,G05,牛肉（国産）,1,916
D00006296,T0002082,G10,食パン,3,635
D00006297,T0002082,G05,牛肉（国産）,3,2970
D00006298,T0002082,G04,バナナ,3,661
D00006299,T0002083,G14,ポテトチップス,1,176
D00006300,T0002084,G04,バナナ,3,636
D00006301,T0002084,G11,からあげ弁当,3,1614
D00006302,T0002084,G12,緑茶ペットボトル,1,148
D00006303,T0002084,G01,トマト,2,492
D00006304,T0002085,G07,さば,2,815
D00006305,T0002085,G15,チョコレート,3,599
D00006306,T0002085,G08,まぐろ刺身,3,2361
D00006307,T0002086,G06,鶏むね肉,2,903
D00006308,T0002087,G14,ポテトチップス,2,326
D00006309,T0002087,G04,バナナ,2,428
D00006310,T0002087,G07,さば,3,1342
D00006311,T0002087,G02,レタス,3,538
D00006312,T0002088,G05,牛肉（国産）,3,2653
D00006313,T0002088,G08,まぐろ刺身,1,831
D00006314,T0002088,G08,まぐろ刺身,2,1632
D00006315,T0002088,G07,さば,3,1201
D00006316,T0002089,G10,食パン,2,491
D00006317,T0002089,G02,レタス,1,185
D00006318,T0002089,G05,牛肉（国産）,2,1910
D00006319,T0002089,G03,りんご,1,298
D00006320,T0002089,G01,トマト,3,810
D00006321,T0002090,G01,トマト,2,534
D00006322,T0002091,G12,緑茶ペットボトル,2,289
D00006323,T0002091,G12,緑茶ペットボトル,1,141
D00006324,T0002091,G13,コーヒー豆,2,1679
D00006325,T0002091,G08,まぐろ刺身,3,2499
D00006326,T0002091,G15,チョコレート,1,224
D00006327,T0002092,G12,緑茶ペットボトル,3,445
D00006328,T0002092,G02,レタス,2,390
D00006329,T0002092,G12,緑茶ペットボトル,3,390
D00006330,T0002092,G05,牛肉（国産）,2,1740
D00006331,T0002092,G14,ポテトチップス,2,330
D00006332,T0002093,G09,こしひかり5kg,3,7808
D00006333,T0002093,G02,レタス,3,558
D00006334,T0002093,G15,チョコレート,2,465
D00006335,T0002094,G08,まぐろ刺身,1,866
D00006336,T0002094,G01,トマト,1,279
D00006337,T0002094,G09,こしひかり5kg,3,8645
D00006338,T0002094,G03,りんご,3,921
D00006339,T0002095,G02,レタス,1,191
D00006340,T0002096,G04,バナナ,1,202
D00006341,T0002096,G02,レタス,1,185
D00006342,T0002096,G15,チョコレート,3,628
D00006343,T0002097,G13,コーヒー豆,1,885
D00006344,T0002097,G10,食パン,3,657
D00006345,T0002097,G05,牛肉（国産）,3,2613
D00006346,T0002097,G08,まぐろ刺身,3,2354
D00006347,T0002098,G08,まぐろ刺身,2,1596
D00006348,T0002098,G08,まぐろ刺身,1,790
D00006349,T0002098,G10,食パン,3,681
D00006350,T0002099,G04,バナナ,3,688
D00006351,T0002099,G02,レタス,1,203
D00006352,T0002099,G03,りんご,3,925
D00006353,T0002099,G12,緑茶ペットボトル,2,280
D00006354,T0002099,G11,からあげ弁当,2,1160
D00006355,T0002100,G11,からあげ弁当,2,1071
D00006356,T0002101,G13,コーヒー豆,1,763
D00006357,T0002101,G12,緑茶ペットボトル,1,135
D00006358,T0002101,G07,さば,2,848
D00006359,T0002101,G04,バナナ,2,437
D00006360,T0002102,G12,緑茶ペットボトル,2,262
D00006361,T0002103,G02,レタス,2,351
D00006362,T0002103,G05,牛肉（国産）,1,915
D00006363,T0002103,G03,りんご,3,966
D00006364,T0002103,G09,こしひかり5kg,2,5127
D00006365,T0002103,G11,からあげ弁当,2,1163
D00006366,T0002104,G06,鶏むね肉,3,1344
D00006367,T0002104,G08,まぐろ刺身,1,902
D00006368,T0002105,G16,しょうゆ,2,644
D00006369,T0002105,G14,ポテトチップス,2,312
D00006370,T0002106,G12,緑茶ペットボトル,1,147
D00006371,T0002106,G14,ポテトチップス,2,365
D00006372,T0002107,G04,バナナ,1,206
D00006373,T0002107,G05,牛肉（国産）,1,974
D00006374,T0002107,G16,しょうゆ,3,913
D00006375,T0002108,G04,バナナ,1,223
D00006376,T0002109,G10,食パン,3,710
D00006377,T0002109,G07,さば,1,399
D00006378,T0002109,G12,緑茶ペットボトル,3,402
D00006379,T0002110,G08,まぐろ刺身,1,910
D00006380,T0002110,G01,トマト,1,237
D00006381,T0002110,G10,食パン,3,684
D00006382,T0002110,G14,ポテトチップス,1,169
D00006383,T0002110,G10,食パン,1,244
D00006384,T0002111,G11,からあげ弁当,2,1055
D00006385,T0002111,G01,トマト,1,262
D00006386,T0002111,G01,トマト,3,725
D00006387,T0002111,G06,鶏むね肉,2,957
D00006388,T0002111,G14,ポテトチップス,3,470
D00006389,T0002112,G06,鶏むね肉,2,938
D00006390,T0002113,G16,しょうゆ,1,332
D00006391,T0002113,G12,緑茶ペットボトル,3,390
D00006392,T0002113,G06,鶏むね肉,3,1462
D00006393,T0002113,G05,牛肉（国産）,3,2695
D00006394,T0002114,G15,チョコレート,1,233
D00006395,T0002114,G02,レタス,2,395
D00006396,T0002114,G10,食パン,1,225
D00006397,T0002115,G03,りんご,3,915
D00006398,T0002115,G14,ポテトチップス,2,359
D00006399,T0002116,G02,レタス,3,584
D00006400,T0002116,G02,レタス,3,541
D00006401,T0002116,G08,まぐろ刺身,2,1644
D00006402,T0002116,G12,緑茶ペットボトル,1,136
D00006403,T0002116,G01,トマト,1,269
D00006404,T0002117,G13,コーヒー豆,3,2448
D00006405,T0002118,G04,バナナ,1,212
D00006406,T0002119,G14,ポテトチップス,1,178
D00006407,T0002119,G04,バナナ,2,411
D00006408,T0002120,G02,レタス,2,403
D00006409,T0002120,G03,りんご,1,293
D00006410,T0002120,G06,鶏むね肉,1,502
D00006411,T0002120,G01,トマト,2,504
D00006412,T0002120,G10,食パン,3,627
D00006413,T0002121,G14,ポテトチップス,1,152
D00006414,T0002121,G12,緑茶ペットボトル,2,283
D00006415,T0002122,G16,しょうゆ,1,325
D00006416,T0002122,G07,さば,3,1301
D00006417,T0002122,G07,さば,3,1141
D00006418,T0002122,G10,食パン,2,471
D00006419,T0002122,G05,牛肉（国産）,2,1944
D00006420,T0002123,G05,牛肉（国産）,2,1888
D00006421,T0002123,G12,緑茶ペットボトル,3,378
D00006422,T0002123,G06,鶏むね肉,3,1397
D00006423,T0002123,G09,こしひかり5kg,3,8551
D00006424,T0002123,G16,しょうゆ,2,710
D00006425,T0002124,G15,チョコレート,1,212
D00006426,T0002124,G14,ポテトチップス,2,350
D00006427,T0002124,G11,からあげ弁当,1,535
D00006428,T0002124,G04,バナナ,1,192
D00006429,T0002124,G06,鶏むね肉,1,482
D00006430,T0002125,G10,食パン,2,496
D00006431,T0002126,G12,緑茶ペットボトル,2,278
D00006432,T0002126,G10,食パン,3,647
D00006433,T0002126,G10,食パン,1,213
D00006434,T0002126,G05,牛肉（国産）,1,996
D00006435,T0002126,G03,りんご,3,874
D00006436,T0002127,G05,牛肉（国産）,3,2843
D00006437,T0002127,G01,トマト,2,521
D00006438,T0002127,G13,コーヒー豆,2,1556
D00006439,T0002127,G01,トマト,2,502
D00006440,T0002127,G14,ポテトチップス,3,529
D00006441,T0002128,G04,バナナ,3,644
D00006442,T0002128,G03,りんご,2,571
D00006443,T0002128,G02,レタス,1,175
D00006444,T0002129,G11,からあげ弁当,2,1209
D00006445,T0002129,G04,バナナ,2,381
D00006446,T0002129,G14,ポテトチップス,2,358
D00006447,T0002130,G12,緑茶ペットボトル,3,410
D00006448,T0002130,G15,チョコレート,2,449
D00006449,T0002131,G08,まぐろ刺身,3,2410
D00006450,T0002131,G14,ポテトチップス,1,179
D00006451,T0002132,G03,りんご,3,966
D00006452,T0002132,G01,トマト,3,801
D00006453,T0002132,G01,トマト,3,750
D00006454,T0002133,G01,トマト,2,502
D00006455,T0002133,G01,トマト,3,722
D00006456,T0002133,G05,牛肉（国産）,2,1763
D00006457,T0002133,G01,トマト,2,525
D00006458,T0002133,G13,コーヒー豆,3,2245
D00006459,T0002134,G04,バナナ,3,607
D00006460,T0002135,G01,トマト,3,806
D00006461,T0002135,G07,さば,1,394
D00006462,T0002135,G12,緑茶ペットボトル,1,148
D00006463,T0002136,G03,りんご,3,1011
D00006464,T0002136,G10,食パン,3,747
D00006465,T0002136,G12,緑茶ペットボトル,1,139
D00006466,T0002136,G04,バナナ,3,624
D00006467,T0002136,G10,食パン,2,495
D00006468,T0002137,G04,バナナ,2,455
D00006469,T0002137,G12,緑茶ペットボトル,3,447
D00006470,T0002137,G12,緑茶ペットボトル,1,143
D00006471,T0002137,G14,ポテトチップス,3,458
D00006472,T0002138,G11,からあげ弁当,2,1176
D00006473,T0002138,G08,まぐろ刺身,2,1679
D00006474,T0002138,G03,りんご,3,893
D00006475,T0002138,G03,りんご,2,600
D00006476,T0002139,G10,食パン,2,498
D00006477,T0002140,G15,チョコレート,2,468
D00006478,T0002140,G14,ポテトチップス,1,182
D00006479,T0002141,G11,からあげ弁当,1,537
D00006480,T0002141,G10,食パン,1,231
D00006481,T0002141,G15,チョコレート,1,236
D00006482,T0002141,G03,りんご,1,288
D00006483,T0002142,G16,しょうゆ,2,621
D00006484,T0002142,G06,鶏むね肉,1,441
D00006485,T0002142,G08,まぐろ刺身,3,2340
D00006486,T0002143,G05,牛肉（国産）,2,2021
D00006487,T0002143,G10,食パン,2,448
D00006488,T0002144,G10,食パン,2,476
D00006489,T0002144,G03,りんご,2,607
D00006490,T0002144,G05,牛肉（国産）,2,1894
D00006491,T0002144,G03,りんご,2,650
D00006492,T0002144,G03,りんご,2,618
D00006493,T0002145,G14,ポテトチップス,1,160
D00006494,T0002145,G06,鶏むね肉,1,442
D00006495,T0002145,G13,コーヒー豆,2,1769
D00006496,T0002145,G14,ポテトチップス,2,324
D00006497,T0002146,G07,さば,3,1361
D00006498,T0002147,G01,トマト,2,536
D00006499,T0002147,G03,りんご,2,582
D00006500,T0002147,G15,チョコレート,1,218
D00006501,T0002147,G01,トマト,2,556
D00006502,T0002148,G15,チョコレート,1,228
D00006503,T0002148,G10,食パン,2,427
D00006504,T0002149,G15,チョコレート,1,209
D00006505,T0002149,G01,トマト,1,254
D00006506,T0002150,G02,レタス,2,408
D00006507,T0002150,G07,さば,3,1153
D00006508,T0002150,G16,しょうゆ,1,332
D00006509,T0002150,G02,レタス,3,562
D00006510,T0002150,G07,さば,1,390
D00006511,T0002151,G14,ポテトチップス,1,166
D00006512,T0002151,G06,鶏むね肉,1,515
D00006513,T0002151,G02,レタス,3,514
D00006514,T0002151,G04,バナナ,2,384
D00006515,T0002152,G12,緑茶ペットボトル,3,447
D00006516,T0002152,G01,トマト,3,782
D00006517,T0002152,G06,鶏むね肉,3,1295
D00006518,T0002152,G14,ポテトチップス,3,523
D00006519,T0002153,G06,鶏むね肉,2,931
D00006520,T0002154,G06,鶏むね肉,1,437
D00006521,T0002154,G08,まぐろ刺身,2,1569
D00006522,T0002154,G13,コーヒー豆,2,1498
D00006523,T0002154,G12,緑茶ペットボトル,1,140
D00006524,T0002155,G14,ポテトチップス,3,508
D00006525,T0002155,G12,緑茶ペットボトル,2,289
D00006526,T0002155,G10,食パン,2,501
D00006527,T0002155,G03,りんご,1,287
D00006528,T0002156,G05,牛肉（国産）,2,1732
D00006529,T0002156,G11,からあげ弁当,2,1083
D00006530,T0002156,G12,緑茶ペットボトル,2,254
D00006531,T0002157,G12,緑茶ペットボトル,2,294
D00006532,T0002157,G02,レタス,1,203
D00006533,T0002157,G03,りんご,2,621
D00006534,T0002157,G10,食パン,2,464
D00006535,T0002158,G08,まぐろ刺身,1,793
D00006536,T0002158,G06,鶏むね肉,3,1361
D00006537,T0002158,G12,緑茶ペットボトル,1,144
D00006538,T0002159,G13,コーヒー豆,3,2243
D00006539,T0002160,G16,しょうゆ,1,359
D00006540,T0002160,G16,しょうゆ,1,314
D00006541,T0002160,G09,こしひかり5kg,2,5959
D00006542,T0002160,G15,チョコレート,1,216
D00006543,T0002161,G09,こしひかり5kg,3,8572
D00006544,T0002161,G15,チョコレート,2,466
D00006545,T0002161,G04,バナナ,3,652
D00006546,T0002161,G14,ポテトチップス,3,502
D00006547,T0002161,G14,ポテトチップス,3,492
D00006548,T0002162,G10,食パン,1,231
D00006549,T0002162,G16,しょうゆ,3,1103
D00006550,T0002162,G15,チョコレート,3,674
D00006551,T0002162,G06,鶏むね肉,1,488
D00006552,T0002162,G10,食パン,1,250
D00006553,T0002163,G03,りんご,2,633
D00006554,T0002164,G11,からあげ弁当,2,1064
D00006555,T0002165,G03,りんご,2,573
D00006556,T0002166,G16,しょうゆ,2,660
D00006557,T0002166,G12,緑茶ペットボトル,2,259
D00006558,T0002166,G11,からあげ弁当,3,1592
D00006559,T0002167,G04,バナナ,1,199
D00006560,T0002168,G11,からあげ弁当,1,592
D00006561,T0002168,G01,トマト,1,247
D00006562,T0002169,G10,食パン,2,483
D00006563,T0002169,G11,からあげ弁当,2,1111
D00006564,T0002169,G08,まぐろ刺身,2,1619
D00006565,T0002169,G04,バナナ,2,396
D00006566,T0002169,G10,食パン,1,220
D00006567,T0002170,G05,牛肉（国産）,3,3071
D00006568,T0002170,G05,牛肉（国産）,3,2710
D00006569,T0002170,G10,食パン,3,715
D00006570,T0002170,G03,りんご,3,856
D00006571,T0002171,G03,りんご,2,602
D00006572,T0002171,G13,コーヒー豆,1,797
D00006573,T0002171,G15,チョコレート,2,480
D00006574,T0002172,G10,食パン,1,249
D00006575,T0002172,G09,こしひかり5kg,2,5058
D00006576,T0002173,G13,コーヒー豆,3,2543
D00006577,T0002174,G12,緑茶ペットボトル,1,137
D00006578,T0002174,G03,りんご,3,860
D00006579,T0002174,G04,バナナ,1,212
D00006580,T0002175,G10,食パン,1,251
D00006581,T0002176,G12,緑茶ペットボトル,3,379
D00006582,T0002176,G12,緑茶ペットボトル,1,138
D00006583,T0002177,G08,まぐろ刺身,1,797
D00006584,T0002177,G02,レタス,3,555
D00006585,T0002178,G03,りんご,3,1026
D00006586,T0002178,G02,レタス,3,531
D00006587,T0002178,G01,トマト,3,849
D00006588,T0002179,G03,りんご,3,887
D00006589,T0002179,G14,ポテトチップス,2,314
D00006590,T0002179,G07,さば,3,1333
D00006591,T0002180,G03,りんご,2,586
D00006592,T0002180,G04,バナナ,3,640
D00006593,T0002181,G07,さば,1,395
D00006594,T0002181,G03,りんご,3,1001
D00006595,T0002181,G11,からあげ弁当,3,1842
D00006596,T0002181,G14,ポテトチップス,1,173
D00006597,T0002181,G04,バナナ,2,456
D00006598,T0002182,G02,レタス,3,517
D00006599,T0002182,G02,レタス,1,203
D00006600,T0002182,G01,トマト,1,238
D00006601,T0002182,G05,牛肉（国産）,3,3093
D00006602,T0002183,G14,ポテトチップス,2,325
D00006603,T0002183,G12,緑茶ペットボトル,2,281
D00006604,T0002183,G12,緑茶ペットボトル,3,413
D00006605,T0002183,G02,レタス,1,185
D00006606,T0002183,G10,食パン,3,652
D00006607,T0002184,G04,バナナ,2,418
D00006608,T0002184,G03,りんご,3,1020
D00006609,T0002184,G14,ポテトチップス,2,312
D00006610,T0002184,G12,緑茶ペットボトル,1,149
D00006611,T0002184,G14,ポテトチップス,1,177
D00006612,T0002185,G15,チョコレート,3,653
D00006613,T0002186,G05,牛肉（国産）,3,2666
D00006614,T0002186,G09,こしひかり5kg,1,2509
D00006615,T0002186,G10,食パン,1,226
D00006616,T0002187,G06,鶏むね肉,1,512
D00006617,T0002187,G12,緑茶ペットボトル,2,251
D00006618,T0002188,G09,こしひかり5kg,2,5835
D00006619,T0002188,G06,鶏むね肉,3,1487
D00006620,T0002188,G13,コーヒー豆,1,796
D00006621,T0002188,G07,さば,3,1163
D00006622,T0002189,G15,チョコレート,3,646
D00006623,T0002190,G01,トマト,2,562
D00006624,T0002190,G05,牛肉（国産）,2,1712
D00006625,T0002190,G12,緑茶ペットボトル,2,259
D00006626,T0002191,G11,からあげ弁当,3,1792
D00006627,T0002191,G14,ポテトチップス,2,337
D00006628,T0002192,G10,食パン,1,249
D00006629,T0002192,G02,レタス,1,191
D00006630,T0002192,G03,りんご,1,335
D00006631,T0002192,G02,レタス,3,558
D00006632,T0002193,G08,まぐろ刺身,1,814
D00006633,T0002193,G02,レタス,3,588
D00006634,T0002193,G11,からあげ弁当,3,1692
D00006635,T0002194,G15,チョコレート,2,482
D00006636,T0002195,G04,バナナ,2,416
D00006637,T0002195,G03,りんご,3,964
D00006638,T0002195,G08,まぐろ刺身,3,2537
D00006639,T0002195,G12,緑茶ペットボトル,2,251
D00006640,T0002196,G12,緑茶ペットボトル,1,137
D00006641,T0002196,G01,トマト,1,264
D00006642,T0002196,G02,レタス,3,558
D00006643,T0002197,G06,鶏むね肉,2,985
D00006644,T0002197,G05,牛肉（国産）,3,3094
D00006645,T0002197,G02,レタス,2,413
D00006646,T0002198,G05,牛肉（国産）,1,880
D00006647,T0002198,G12,緑茶ペットボトル,1,142
D00006648,T0002198,G06,鶏むね肉,1,433
D00006649,T0002198,G06,鶏むね肉,2,954
D00006650,T0002199,G03,りんご,2,653
D00006651,T0002199,G14,ポテトチップス,3,485
D00006652,T0002199,G12,緑茶ペットボトル,1,139
D00006653,T0002199,G09,こしひかり5kg,3,8390
D00006654,T0002199,G07,さば,2,775
D00006655,T0002200,G04,バナナ,1,219
D00006656,T0002200,G03,りんご,1,308
D00006657,T0002201,G08,まぐろ刺身,3,2288
D00006658,T0002201,G12,緑茶ペットボトル,2,287
D00006659,T0002201,G03,りんご,1,319
D00006660,T0002201,G02,レタス,1,181
D00006661,T0002202,G13,コーヒー豆,3,2342
D00006662,T0002202,G13,コーヒー豆,2,1497
D00006663,T0002202,G11,からあげ弁当,3,1809
D00006664,T0002203,G04,バナナ,2,413
D00006665,T0002203,G01,トマト,1,270
D00006666,T0002203,G15,チョコレート,1,235
D00006667,T0002203,G08,まぐろ刺身,2,1555
D00006668,T0002204,G02,レタス,2,379
D00006669,T0002205,G13,コーヒー豆,3,2634
D00006670,T0002205,G14,ポテトチップス,3,529
D00006671,T0002205,G03,りんご,3,880
D00006672,T0002206,G03,りんご,3,1020
D00006673,T0002206,G15,チョコレート,1,210
D00006674,T0002206,G02,レタス,3,605
D00006675,T0002207,G12,緑茶ペットボトル,1,146
D00006676,T0002207,G13,コーヒー豆,3,2573
D00006677,T0002207,G10,食パン,3,650
D00006678,T0002207,G11,からあげ弁当,3,1695
D00006679,T0002208,G04,バナナ,1,192
D00006680,T0002208,G14,ポテトチップス,2,350
D00006681,T0002208,G06,鶏むね肉,3,1443
D00006682,T0002208,G12,緑茶ペットボトル,2,252
D00006683,T0002209,G11,からあげ弁当,3,1663
D00006684,T0002209,G05,牛肉（国産）,1,855
D00006685,T0002209,G05,牛肉（国産）,2,1958
D00006686,T0002209,G05,牛肉（国産）,2,1752
D00006687,T0002210,G05,牛肉（国産）,2,2010
D00006688,T0002210,G16,しょうゆ,1,330
D00006689,T0002210,G10,食パン,1,246
D00006690,T0002211,G01,トマト,1,241
D00006691,T0002211,G11,からあげ弁当,3,1755
D00006692,T0002211,G13,コーヒー豆,3,2544
D00006693,T0002212,G03,りんご,3,941
D00006694,T0002212,G16,しょうゆ,2,722
D00006695,T0002213,G01,トマト,3,719
D00006696,T0002213,G03,りんご,3,879
D00006697,T0002213,G09,こしひかり5kg,2,5601
D00006698,T0002213,G01,トマト,1,244
D00006699,T0002213,G09,こしひかり5kg,1,2644
D00006700,T0002214,G15,チョコレート,3,669
D00006701,T0002214,G03,りんご,2,585
D00006702,T0002215,G06,鶏むね肉,2,1020
D00006703,T0002216,G12,緑茶ペットボトル,1,130
D00006704,T0002216,G14,ポテトチップス,3,469
D00006705,T0002217,G03,りんご,1,326
D00006706,T0002217,G11,からあげ弁当,1,584
